osm_building,roof_features,roof_to_osm_area_ratio,match_fraction_min,roof_z_m,roof_z_p75_m,roof_z_max_m,roof_z_spread_max_m,dtm_ground_max_vertex_m,dtm_ground_roof_centroid_m,derived_height_m,derived_height_p75_roof_z_m,derived_height_max_roof_z_m,derived_height_centroid_ground_m,osm_reference_height_m,osm_reference_method,difference_from_osm_m,building_type,building_levels,osm_height_tag,name,footprint_area_m2
relation/11738867,1,0.927,0.929,105.75,105.94,107.098,1.63,76.346,76.219,29.404,29.594,30.752,29.531,28.5,levels,0.904,yes,9,,,679.6
relation/11739050,2,0.971,1.0,95.594,96.893,97.854,2.422,85.422,85.222,10.173,11.471,12.433,10.372,,,,yes,,,Cineplex „Emil Loteanu”,1803.9
relation/11739054,3,0.78,0.778,90.222,93.792,95.703,7.732,87.644,86.213,2.578,6.147,8.058,4.009,,,,yes,,,,878.2
relation/11764453,1,0.655,1.0,84.857,84.957,84.973,0.212,68.017,67.996,16.839,16.94,16.956,16.861,13.5,levels,3.339,yes,4,,,781.9
relation/11764455,1,1.025,1.0,71.228,72.771,74.09,4.207,64.679,64.089,6.548,8.092,9.411,7.139,7.5,levels,-0.952,retail,2,,,62.9
relation/11768981,1,0.939,1.0,63.411,63.565,63.62,0.532,60.332,59.927,3.079,3.233,3.288,3.485,,,,garages,,,,284.1
relation/11768982,1,1.02,1.0,63.123,63.23,63.636,0.857,60.098,59.933,3.025,3.131,3.538,3.19,,,,garages,,,,43.9
relation/11963260,2,1.011,1.0,71.323,71.341,71.52,0.803,66.641,66.012,4.682,4.7,4.879,5.311,,,,college,,,,395.3
relation/11963261,1,0.998,1.0,71.637,71.776,71.831,0.686,68.902,67.62,2.736,2.874,2.929,4.017,,,,college,,,,850.3
relation/11963262,1,0.976,1.0,76.876,77.023,77.317,3.817,69.221,68.528,7.656,7.802,8.097,8.348,,,,college,,,,1543.0
relation/11963263,2,1.034,1.0,70.831,71.644,73.19,2.653,68.256,68.108,2.574,3.388,4.933,2.723,,,,college,,,,477.1
relation/11963264,2,0.919,1.0,72.058,72.206,72.403,1.279,68.134,67.91,3.924,4.072,4.269,4.148,,,,yes,,,,181.7
relation/12578660,2,1.017,1.0,66.847,67.021,69.091,2.246,61.851,60.968,4.996,5.169,7.239,5.88,31.5,levels,-26.504,yes,10,,Banca Națională a Moldovei,3080.2
relation/12578661,2,0.792,1.0,82.528,82.901,83.345,1.931,62.155,60.532,20.373,20.746,21.19,21.996,13.5,levels,6.873,yes,4,,,2358.6
relation/12899639,1,0.294,1.0,87.806,88.023,88.252,1.541,82.502,81.827,5.304,5.521,5.749,5.979,,,,yes,,,Serviciul de Informații și Securitate,5499.6
relation/13409023,1,0.016,1.0,68.313,68.39,68.391,0.22,64.483,64.341,3.829,3.907,3.908,3.972,,,,commercial,,,,2157.2
relation/14066543,1,0.979,0.963,87.325,87.483,91.115,9.612,78.648,78.654,8.678,8.835,12.468,8.671,,,,ruins,,,Filarmonica Națională „Serghei Lunchevici”,2228.7
relation/14165939,1,1.127,1.0,90.192,90.308,90.425,0.454,86.583,85.705,3.608,3.725,3.842,4.487,,,,yes,,,,110.8
relation/14189934,2,1.024,0.714,78.401,79.356,80.023,2.262,73.015,72.04,5.387,6.342,7.008,6.361,,,,yes,,,Direcția Generală Urmărire Penală (DGUP) a Inspectoratului General al Poliției (IGP),856.0
relation/15063192,2,0.993,1.0,99.308,99.408,99.543,0.304,94.02,93.97,5.288,5.388,5.523,5.338,,,,commercial,,,,337.3
relation/17536997,1,0.949,1.0,109.578,125.53,128.802,28.148,88.883,87.555,20.695,36.648,39.919,22.023,28.5,levels,-7.805,yes,9,,Parlamentul Republicii Moldova,3491.0
relation/9856854,5,0.77,1.0,98.147,102.876,118.933,25.181,83.554,81.725,14.593,19.322,35.378,16.421,,,,yes,,,,4770.1
way/1006193127,2,1.221,0.9,83.55,84.21,87.53,2.841,79.044,78.953,4.506,5.166,8.486,4.597,,,,yes,,,,149.1
way/1011692718,1,1.099,1.0,90.19,90.596,90.612,0.866,85.939,85.727,4.251,4.656,4.673,4.463,,,,house,,,,72.1
way/1011692721,2,0.657,1.0,87.639,87.842,88.842,1.254,85.651,85.468,1.988,2.191,3.191,2.171,,,,yes,,,,75.2
way/1019064817,2,1.127,1.0,75.221,76.331,76.478,1.504,72.139,72.018,3.082,4.192,4.339,3.203,,,,yes,,,,61.7
way/102310986,1,0.837,1.0,73.359,73.359,73.359,0.0,69.305,67.755,4.055,4.055,4.055,5.605,7.5,levels,-3.445,yes,2,,,344.4
way/102310988,1,0.86,1.0,80.17,80.17,80.17,0.0,65.479,65.254,14.692,14.692,14.692,14.917,7.5,levels,7.192,residential,2,,,422.0
way/102310991,2,0.497,1.0,77.296,77.387,78.303,2.267,74.246,73.649,3.049,3.141,4.056,3.647,,,,yes,,,,657.2
way/1024992741,1,0.968,0.973,113.469,113.836,116.335,6.301,79.841,79.427,33.628,33.995,36.495,34.042,,,,apartments,,,,1404.1
way/1025590292,1,0.729,1.0,105.145,105.234,105.336,0.474,98.387,97.841,6.758,6.847,6.949,7.304,,,,hotel,,,,273.1
way/1038203382,2,0.964,1.0,124.72,125.802,125.945,1.368,82.638,82.085,42.082,43.164,43.307,42.635,,,,office,,,Avenue Business Centre,495.0
way/1044783344,1,0.737,1.0,80.995,81.047,81.06,0.346,76.839,76.465,4.156,4.208,4.221,4.53,,,,yes,,,,151.7
way/1054010392,1,0.991,1.0,85.875,87.739,89.342,4.603,82.527,82.526,3.348,5.211,6.815,3.349,,,,yes,,,,424.3
way/107668734,1,0.678,1.0,85.526,88.318,88.468,6.66,78.48,78.43,7.045,9.837,9.987,7.096,,,,yes,,,,450.9
way/1097080304,2,0.095,1.0,89.879,90.057,90.175,0.13,87.649,87.594,2.231,2.408,2.526,2.285,,,,yes,,,,660.2
way/109763448,1,0.928,0.889,97.329,99.701,100.042,3.607,83.41,83.33,13.919,16.291,16.632,13.999,13.5,levels,0.419,yes,4,,,329.3
way/109763455,1,0.893,0.75,90.27,91.69,93.908,5.434,85.907,85.713,4.363,5.784,8.001,4.557,,,,yes,,,,642.7
way/109763464,1,0.155,1.0,92.217,92.257,92.257,0.131,85.847,85.677,6.37,6.41,6.41,6.54,,,,yes,,,,623.6
way/109763465,2,0.831,0.833,89.659,90.075,90.161,1.269,85.699,85.619,3.96,4.375,4.461,4.04,,,,yes,,,,643.3
way/109763467,1,1.055,0.9,91.1,91.204,91.463,1.978,86.431,86.225,4.669,4.773,5.032,4.875,,,,yes,,,,422.3
way/109763471,1,1.063,1.0,90.575,91.748,91.956,3.417,86.235,85.995,4.34,5.513,5.721,4.579,,,,yes,,,,429.5
way/1105874704,1,1.265,0.8,92.126,92.334,92.584,1.511,87.639,87.595,4.487,4.695,4.945,4.531,,,,yes,,,,238.5
way/1116152568,1,0.895,1.0,108.461,108.731,108.802,0.816,97.57,97.192,10.891,11.161,11.232,11.269,,,,yes,,,,189.2
way/1123839955,1,0.712,1.0,78.346,78.602,78.788,0.492,76.315,75.99,2.031,2.287,2.474,2.356,15.0,height,-12.969,hotel,5,15,Richmond Hotel,202.9
way/1123839956,4,1.03,1.0,90.492,90.662,90.858,0.684,78.805,77.502,11.687,11.858,12.053,12.99,,,,yes,,,,475.9
way/1123839957,1,0.933,1.0,81.25,81.25,81.74,0.686,76.433,76.247,4.817,4.817,5.307,5.003,,,,yes,,,,47.6
way/1123839958,2,0.699,1.0,79.676,79.871,80.557,0.786,76.815,76.382,2.861,3.056,3.742,3.294,,,,yes,,,,117.7
way/1125768906,1,0.887,1.0,102.23,102.274,102.328,0.498,93.978,93.63,8.252,8.296,8.351,8.6,,,,commercial,,,Serviciul Tehnologii Informaționale al MAI,486.8
way/1147775820,3,1.02,1.0,72.057,75.379,75.96,0.609,60.199,59.509,11.858,15.179,15.76,12.548,16.5,levels,-4.642,yes,5,,,998.2
way/1155309903,1,0.848,1.0,91.813,91.887,91.887,0.122,86.505,86.496,5.308,5.383,5.383,5.317,,,,yes,,,,135.0
way/1155309904,1,1.05,0.778,90.188,93.166,100.793,10.74,86.553,86.509,3.635,6.613,14.24,3.679,,,,yes,,,,68.7
way/116811091,1,0.933,1.0,84.09,84.372,84.763,1.37,70.451,70.18,13.639,13.921,14.312,13.91,,,,yes,,,,896.7
way/1216897029,1,0.83,1.0,67.422,67.547,67.588,0.417,64.195,63.913,3.227,3.353,3.393,3.509,,,,yes,,,,82.8
way/1217162207,1,0.841,1.0,75.777,75.777,75.777,0.492,73.444,72.993,2.332,2.332,2.332,2.784,,,,yes,,,,68.1
way/1217562498,1,1.853,0.7,85.087,85.742,86.662,1.875,77.144,76.017,7.943,8.598,9.517,9.07,,,,yes,,,,473.2
way/1220064811,1,0.98,0.875,84.911,86.628,89.927,5.297,82.49,82.01,2.421,4.138,7.437,2.9,,,,yes,,,,108.3
way/1220064812,1,1.121,1.0,89.876,89.927,90.002,0.265,82.781,82.362,7.095,7.146,7.221,7.514,,,,yes,,,,42.4
way/122497768,1,0.846,0.818,98.215,98.396,99.372,2.519,94.323,92.489,3.892,4.073,5.048,5.726,,,,yes,,,,1394.3
way/1262219704,2,0.156,1.0,60.898,60.994,61.396,0.63,52.144,52.044,8.754,8.85,9.252,8.853,,,,yes,,,,1049.8
way/1262219705,1,1.002,0.839,59.961,60.338,60.393,0.751,53.199,52.91,6.762,7.139,7.194,7.051,,,,yes,,,,264.0
way/1264058773,1,0.982,0.909,76.12,76.265,77.318,1.277,69.465,68.99,6.655,6.8,7.853,7.13,,,,yes,,,,143.1
way/1264058775,1,1.544,0.7,73.167,73.499,73.659,0.492,69.281,69.176,3.886,4.218,4.378,3.991,,,,yes,,,,50.3
way/1264058779,1,0.988,1.0,75.049,75.049,75.344,0.491,69.25,69.148,5.799,5.799,6.094,5.902,,,,yes,,,,123.7
way/1264058782,1,0.771,1.0,72.058,72.452,72.747,1.082,69.718,69.521,2.34,2.734,3.029,2.537,,,,yes,,,,77.9
way/1264058783,1,1.119,0.889,72.845,73.14,74.223,1.968,70.389,69.934,2.456,2.751,3.833,2.911,,,,yes,,,,268.3
way/1264058784,1,0.978,0.929,73.063,73.21,73.505,1.183,70.485,70.414,2.578,2.724,3.019,2.649,,,,yes,,,,196.0
way/1264058785,2,1.048,1.0,71.866,73.201,73.886,1.278,70.173,69.79,1.693,3.028,3.713,2.076,,,,yes,,,,127.3
way/1264058787,1,0.948,1.0,72.804,72.804,73.787,1.18,69.556,69.41,3.248,3.248,4.231,3.394,,,,yes,,,,55.6
way/1264058791,1,0.286,1.0,72.807,72.808,72.814,1.384,69.396,69.149,3.411,3.412,3.418,3.658,,,,yes,,,,181.8
way/1264058793,1,1.939,0.818,71.106,71.724,73.494,3.342,68.965,68.356,2.142,2.76,4.529,2.75,,,,yes,,,,193.2
way/1264058794,1,0.993,0.929,71.565,71.762,73.926,3.345,68.523,67.913,3.042,3.239,5.404,3.651,,,,yes,,,,170.1
way/1264058795,2,0.902,1.0,70.479,72.88,73.396,2.262,67.607,67.321,2.872,5.273,5.789,3.159,,,,yes,,,,280.9
way/1264058796,1,0.984,1.0,70.83,71.518,73.711,2.882,67.28,67.211,3.55,4.238,6.431,3.619,,,,yes,,,,210.7
way/1264058797,1,0.657,1.0,71.549,71.623,71.863,2.265,67.142,67.105,4.407,4.481,4.721,4.444,,,,yes,,,,54.5
way/1264058798,1,0.86,1.0,69.968,70.174,70.372,0.986,66.923,66.758,3.046,3.252,3.449,3.211,,,,yes,,,,51.2
way/1264058799,1,0.584,0.889,69.681,69.78,70.772,2.174,67.079,67.042,2.602,2.701,3.693,2.639,,,,yes,,,,182.4
way/1264058800,3,1.317,0.846,68.848,69.779,70.914,3.006,66.928,65.729,1.921,2.851,3.987,3.119,,,,yes,,,,460.3
way/1264058802,1,1.192,1.0,78.009,78.023,78.027,0.154,65.769,65.132,12.24,12.254,12.258,12.877,,,,yes,,,,121.8
way/1264058803,1,0.817,1.0,67.748,68.2,68.301,0.986,65.89,65.71,1.857,2.309,2.411,2.037,,,,yes,,,,65.0
way/1264058808,1,0.957,1.0,68.107,68.188,68.466,0.9,65.602,64.967,2.505,2.586,2.864,3.14,,,,yes,,,,366.3
way/1264058809,2,1.044,1.0,68.189,69.907,73.516,3.717,65.307,64.797,2.882,4.6,8.209,3.392,,,,yes,,,,354.8
way/1264058810,1,1.893,0.8,67.033,67.854,67.975,1.482,64.511,64.44,2.522,3.343,3.464,2.593,,,,yes,,,,23.6
way/1264058811,1,0.93,1.0,71.8,71.901,72.076,0.277,64.512,64.408,7.289,7.389,7.564,7.392,,,,yes,,,,129.2
way/1264058812,1,0.944,1.0,66.845,67.034,67.097,0.294,64.483,64.374,2.362,2.551,2.614,2.471,,,,yes,,,,22.5
way/1264058815,2,0.457,0.75,68.533,68.832,69.027,0.886,66.468,66.098,2.065,2.363,2.558,2.435,,,,yes,,,,163.2
way/1264058816,1,1.168,0.86,69.321,69.765,72.227,3.448,66.541,66.261,2.781,3.224,5.687,3.061,,,,yes,,,,427.3
way/1264058817,1,0.989,1.0,68.78,69.249,69.666,1.182,66.76,66.628,2.02,2.489,2.907,2.152,,,,yes,,,,207.6
way/1264058819,1,1.198,1.0,67.415,67.908,68.067,0.652,65.375,65.243,2.039,2.532,2.692,2.172,,,,yes,,,,32.8
way/1264058820,2,0.851,0.833,67.007,67.854,70.201,3.301,65.683,64.867,1.324,2.171,4.518,2.14,,,,yes,,,,195.7
way/1264058822,1,1.027,1.0,68.791,68.988,69.185,0.886,66.801,66.297,1.99,2.187,2.384,2.494,,,,yes,,,,241.8
way/1264058823,2,0.942,0.857,69.383,69.655,70.461,0.983,67.618,67.244,1.764,2.037,2.843,2.139,,,,yes,,,,95.5
way/1264479449,1,0.998,0.889,76.111,76.439,76.454,0.786,74.065,73.683,2.046,2.374,2.39,2.428,,,,yes,,,,109.5
way/1264479450,1,1.167,1.0,76.496,76.552,76.651,0.196,73.626,73.37,2.87,2.927,3.025,3.126,,,,yes,,,,134.4
way/1264479451,1,1.16,0.875,76.998,77.104,77.194,2.258,73.084,72.675,3.914,4.02,4.111,4.323,,,,yes,,,,95.5
way/1264479452,1,1.125,0.875,78.359,78.504,78.504,0.883,74.583,74.112,3.776,3.922,3.922,4.247,,,,yes,,,,107.7
way/127993488,1,0.885,1.0,118.02,118.223,118.409,0.583,107.122,106.614,10.898,11.1,11.287,11.407,10.5,levels,0.398,yes,3,,,482.3
way/127993606,3,0.996,1.0,106.979,107.546,108.353,1.963,103.908,103.102,3.071,3.639,4.446,3.878,,,,yes,,,,271.7
way/127993623,4,1.086,1.0,109.955,111.372,111.714,0.977,104.282,103.349,5.673,7.089,7.431,6.606,10.0,height,-4.327,kindergarten,2,10 m,,1114.1
way/127993635,1,1.197,1.0,111.459,111.459,111.459,0.196,107.472,107.232,3.987,3.987,3.987,4.227,,,,yes,,,,383.6
way/127993641,1,0.814,1.0,113.461,114.539,114.539,1.568,103.116,102.918,10.344,11.423,11.423,10.543,,,,yes,,,,326.0
way/127993647,1,1.069,1.0,109.083,109.176,109.18,0.098,105.201,104.816,3.882,3.976,3.98,4.267,,,,yes,,,,292.1
way/127993654,1,1.143,0.889,107.11,107.528,107.528,0.879,103.694,103.468,3.416,3.834,3.834,3.642,4.5,levels,-1.084,yes,1,,,279.0
way/127993660,1,1.089,1.0,115.36,115.36,115.556,0.294,111.385,111.523,3.975,3.975,4.17,3.837,,,,yes,,,,377.5
way/127993665,1,0.872,1.0,107.885,108.082,108.082,0.196,100.268,99.955,7.617,7.814,7.814,7.93,7.5,levels,0.117,yes,2,,,413.3
way/127993669,1,1.103,1.0,106.431,106.453,106.747,1.27,103.091,102.485,3.339,3.362,3.655,3.945,,,,yes,,,,178.4
way/127993673,1,0.798,1.0,112.443,112.443,112.443,0.0,110.031,109.684,2.412,2.412,2.412,2.76,,,,yes,,,,65.3
way/127993710,1,0.843,1.0,111.88,111.88,111.88,0.196,103.389,103.0,8.491,8.491,8.491,8.88,,,,yes,,,,274.6
way/129365897,1,0.935,1.0,95.569,95.68,95.699,0.292,86.34,85.43,9.229,9.339,9.359,10.139,,,,yes,,,,340.0
way/129365908,1,0.864,0.8,94.962,95.31,95.611,1.495,85.894,85.119,9.068,9.415,9.717,9.843,,,,yes,,,,690.8
way/129365909,1,1.009,0.857,103.679,103.761,104.0,0.544,84.494,84.164,19.185,19.267,19.507,19.515,,,,commercial,,,SG Business Center,1071.6
way/129365916,1,0.947,1.0,91.803,91.849,91.849,0.293,85.427,85.351,6.376,6.422,6.422,6.452,,,,yes,,,,133.8
way/129365918,1,0.906,0.818,88.921,89.173,89.865,1.443,85.836,85.588,3.085,3.338,4.029,3.333,,,,yes,,,,383.3
way/129365920,1,1.016,0.75,94.778,94.908,94.908,0.5,86.165,86.129,8.613,8.742,8.742,8.648,,,,yes,,,,368.1
way/129365923,1,0.983,0.741,95.976,96.355,96.813,4.282,86.207,85.875,9.768,10.148,10.606,10.1,10.5,levels,-0.732,school,3,,,1646.5
way/129367968,1,0.942,1.0,95.676,95.683,95.781,0.134,81.344,80.687,14.332,14.338,14.437,14.99,,,,yes,,,Întreprinderea de Stat „Servicii Pază” a Ministerului Afacerilor Interne,516.5
way/129367969,2,1.007,1.0,81.479,81.676,82.361,0.882,77.925,76.504,3.554,3.751,4.436,4.975,,,,yes,,,,695.3
way/129367970,1,1.086,0.818,88.48,89.771,92.528,5.533,83.036,82.25,5.444,6.734,9.492,6.23,,,,yes,,,,543.3
way/129367971,1,0.97,0.867,86.697,86.731,89.178,3.701,82.415,81.926,4.283,4.317,6.764,4.772,,,,yes,,,,472.0
way/129367972,1,1.094,0.75,86.461,87.912,88.999,6.026,81.445,81.041,5.015,6.466,7.554,5.42,,,,yes,,,,462.3
way/129367973,1,0.245,1.0,86.515,86.824,87.201,3.723,78.384,78.097,8.131,8.44,8.817,8.418,,,,yes,,,,521.5
way/129367977,2,0.918,1.0,85.18,85.473,85.963,1.496,78.876,78.357,6.304,6.598,7.087,6.823,,,,yes,,,,780.1
way/129367978,1,0.926,1.0,87.888,88.042,88.14,2.054,79.044,79.03,8.843,8.998,9.096,8.858,,,,yes,,,,460.6
way/129367981,1,1.108,0.714,94.692,97.968,100.741,8.778,76.305,75.25,18.387,21.663,24.436,19.442,,,,hotel,,,,404.4
way/129367984,1,0.968,1.0,88.254,88.258,88.272,0.057,81.598,81.548,6.656,6.66,6.674,6.706,,,,yes,,,,176.2
way/1312377578,1,0.835,1.0,83.419,83.713,87.629,5.973,78.219,77.623,5.2,5.494,9.411,5.796,,,,yes,,,,117.5
way/1323283702,1,0.844,1.0,76.037,77.141,79.728,4.018,73.318,72.764,2.719,3.823,6.409,3.273,,,,yes,,,,119.9
way/1326187494,1,1.04,1.0,70.647,70.721,70.73,0.378,64.897,64.479,5.75,5.824,5.833,6.167,,,,yes,,,,53.9
way/1326187495,1,1.212,0.818,68.462,68.849,69.043,1.589,64.489,62.53,3.973,4.359,4.554,5.933,,,,yes,,,,312.0
way/1326187496,1,0.96,1.0,82.915,83.603,84.748,2.909,72.903,72.444,10.012,10.699,11.845,10.471,,,,yes,,,,139.2
way/1326187497,1,1.012,1.0,75.222,75.632,75.632,0.681,72.821,72.44,2.402,2.811,2.811,2.782,,,,yes,,,,152.3
way/1326187498,1,1.138,1.0,79.811,79.811,80.007,0.589,72.802,72.299,7.01,7.01,7.206,7.512,,,,yes,,,,326.2
way/1326187499,1,1.196,1.0,66.726,66.768,66.774,0.291,63.357,63.249,3.37,3.411,3.417,3.477,,,,yes,,,,17.1
way/1326187500,1,0.976,1.0,67.049,67.052,67.052,0.156,62.961,62.753,4.088,4.092,4.092,4.296,,,,yes,,,,34.2
way/1326187501,1,0.128,1.0,64.105,64.186,64.276,0.281,61.257,60.996,2.848,2.929,3.019,3.109,,,,yes,,,,274.0
way/1326187502,1,0.986,0.882,101.242,106.112,107.656,7.595,56.193,54.546,45.049,49.919,51.463,46.696,,,,yes,,,,580.0
way/1326187503,1,1.039,1.0,59.789,59.881,59.881,0.402,55.256,54.898,4.533,4.625,4.625,4.891,,,,yes,,,,108.5
way/1326187504,1,1.203,1.0,58.344,58.523,58.875,1.776,54.471,53.779,3.873,4.052,4.404,4.566,,,,yes,,,,379.9
way/1326187505,1,1.184,1.0,57.978,58.101,58.103,0.413,54.021,53.355,3.957,4.08,4.082,4.623,,,,yes,,,,159.0
way/1326187507,1,1.06,1.0,66.057,66.203,66.313,0.31,55.412,55.439,10.645,10.792,10.901,10.619,,,,yes,,,,301.2
way/1326187508,1,1.038,1.0,59.033,59.192,59.31,0.454,54.808,54.689,4.225,4.384,4.502,4.343,,,,yes,,,,58.5
way/1326187509,1,0.996,1.0,57.509,57.627,57.628,0.184,54.925,54.333,2.584,2.702,2.703,3.176,,,,yes,,,,122.1
way/1326187510,2,1.169,0.75,59.628,60.108,60.108,0.652,55.322,54.845,4.306,4.786,4.786,4.784,,,,yes,,,,143.1
way/1326187511,1,1.206,1.0,57.421,57.421,57.426,0.414,54.398,54.332,3.024,3.024,3.029,3.09,,,,yes,,,,9.3
way/1326187512,1,1.037,1.0,57.294,57.638,58.178,1.48,54.48,54.346,2.814,3.159,3.698,2.947,,,,yes,,,,64.0
way/1326187513,1,1.036,1.0,56.361,56.508,56.866,0.828,54.53,54.259,1.831,1.978,2.336,2.102,,,,yes,,,,66.3
way/1326187514,1,0.997,1.0,57.293,57.611,58.157,1.802,54.402,54.105,2.891,3.208,3.754,3.188,,,,yes,,,,73.8
way/1326187515,1,1.011,1.0,56.996,57.069,57.323,0.612,54.001,53.688,2.995,3.068,3.322,3.308,,,,yes,,,,79.8
way/1326198636,1,0.775,1.0,87.336,87.579,88.207,0.958,84.269,84.102,3.066,3.31,3.937,3.234,,,,yes,,,,426.1
way/1326198637,1,0.838,1.0,87.297,87.396,87.626,1.081,83.937,83.549,3.36,3.459,3.689,3.747,,,,yes,,,,151.9
way/1326198638,1,0.995,1.0,94.973,95.012,95.374,4.46,87.549,87.068,7.425,7.464,7.826,7.906,,,,yes,,,,905.9
way/1326198639,1,1.275,1.0,91.817,93.269,94.806,4.32,87.574,87.482,4.243,5.696,7.233,4.335,,,,yes,,,,63.7
way/1326198641,1,1.211,1.0,90.893,90.911,90.911,0.294,85.875,85.49,5.018,5.036,5.036,5.404,,,,yes,,,,81.2
way/1326198642,1,0.848,1.0,89.919,89.939,89.959,0.057,87.76,87.693,2.159,2.179,2.199,2.225,,,,yes,,,,47.3
way/1326198643,1,1.148,1.0,95.844,97.015,97.059,2.852,91.088,90.358,4.755,5.927,5.971,5.485,,,,yes,,,,133.4
way/1326198644,1,1.033,0.9,94.225,94.225,94.241,0.146,90.26,89.869,3.965,3.965,3.981,4.356,,,,yes,,,,212.4
way/1326198645,1,1.102,1.0,94.205,97.222,97.912,3.854,92.374,91.88,1.831,4.848,5.537,2.326,,,,yes,,,,268.1
way/1326198646,1,1.042,0.75,98.902,98.912,98.912,1.173,95.307,94.91,3.595,3.605,3.605,3.992,,,,yes,,,,92.3
way/1326198647,1,1.121,1.0,91.632,91.632,91.662,1.166,88.257,88.062,3.375,3.375,3.404,3.57,,,,yes,,,,105.2
way/1326198648,1,1.011,1.0,91.815,92.136,92.248,0.505,89.682,89.499,2.134,2.454,2.566,2.316,,,,yes,,,,94.8
way/1326198650,1,1.049,1.0,94.746,95.47,96.074,2.508,91.257,90.758,3.49,4.213,4.817,3.989,,,,yes,,,,348.0
way/1327291211,1,1.134,0.833,93.281,93.632,93.73,1.552,88.214,87.079,5.067,5.418,5.516,6.202,,,,yes,,,,440.8
way/1327291212,1,1.297,1.0,91.808,91.808,91.877,0.231,88.012,87.741,3.796,3.796,3.864,4.067,,,,yes,,,,37.8
way/1327291213,1,1.243,1.0,93.747,93.973,94.054,1.669,89.312,89.174,4.435,4.661,4.742,4.574,,,,yes,,,,75.2
way/1328520648,1,0.946,1.0,91.88,92.017,92.018,0.272,87.71,87.614,4.17,4.307,4.307,4.266,,,,yes,,,,71.9
way/1332572077,1,0.989,1.0,66.354,66.354,66.354,0.0,63.008,62.682,3.346,3.346,3.346,3.672,,,,yes,,,,151.5
way/1332572078,1,1.009,1.0,68.25,68.672,69.37,1.591,66.185,65.609,2.065,2.487,3.185,2.641,,,,yes,,,,457.2
way/1332572080,1,0.984,1.0,77.049,77.387,77.773,1.104,74.433,74.176,2.616,2.954,3.34,2.873,,,,yes,,,,134.5
way/1332572081,1,0.99,1.0,77.311,77.471,77.738,0.94,74.318,73.719,2.993,3.152,3.42,3.592,,,,yes,,,,136.9
way/1332572082,1,0.986,1.0,77.227,77.439,77.439,1.438,72.203,71.764,5.024,5.236,5.236,5.463,,,,yes,,,,82.7
way/1332572083,1,1.024,1.0,73.59,73.664,73.664,1.184,70.856,70.267,2.734,2.808,2.808,3.323,,,,yes,,,,67.1
way/135644929,1,0.951,0.818,96.853,97.07,97.182,0.71,93.74,93.45,3.114,3.331,3.443,3.404,,,,yes,,,,241.7
way/135644936,1,0.957,1.0,93.929,94.051,102.52,10.808,89.043,88.29,4.886,5.008,13.477,5.64,,,,yes,,,Biserica Ortodoxă Română „Sfânta Cuvioasă Teodora de la Sihla”,565.8
way/135644939,2,0.91,0.867,95.931,97.178,97.504,2.331,93.004,92.133,2.926,4.174,4.5,3.798,,,,yes,,,,355.5
way/135644953,1,0.968,1.0,101.428,101.855,102.109,8.365,88.13,87.704,13.297,13.725,13.978,13.723,,,,yes,,,,823.4
way/135644976,1,1.237,1.0,115.578,115.848,115.848,0.488,110.838,110.729,4.74,5.01,5.01,4.849,,,,yes,,,,200.6
way/135644982,1,1.002,0.75,106.525,106.525,106.721,1.271,102.166,101.6,4.359,4.359,4.555,4.925,,,,yes,,,,271.5
way/135644986,1,0.921,1.0,108.272,108.272,108.272,0.88,104.498,103.928,3.774,3.774,3.774,4.344,,,,yes,,,,174.7
way/135644988,1,1.018,1.0,116.942,117.038,117.441,0.583,110.107,109.585,6.835,6.931,7.334,7.357,,,,yes,,,,213.6
way/135644993,1,1.099,0.7,116.519,116.519,119.54,3.8,110.366,109.969,6.153,6.153,9.174,6.55,,,,yes,,,,245.3
way/135644999,2,0.747,1.0,114.772,114.87,115.358,0.683,105.137,104.771,9.635,9.733,10.221,10.001,,,,yes,,,,313.7
way/135645003,1,1.282,0.75,114.715,114.727,114.91,0.584,111.338,111.147,3.376,3.389,3.571,3.568,,,,yes,,,,160.2
way/135645017,1,1.011,1.0,115.981,115.981,115.981,0.292,111.386,111.202,4.595,4.595,4.595,4.779,,,,yes,,,,168.6
way/135645021,1,0.233,0.714,111.085,112.013,112.013,2.149,106.602,106.325,4.483,5.411,5.411,4.76,,,,yes,,,,258.9
way/135645022,1,0.029,1.0,92.049,92.365,92.365,0.602,89.619,88.563,2.43,2.746,2.746,3.487,,,,yes,,,,1796.0
way/135645030,1,1.03,1.0,110.133,110.415,110.514,0.883,106.834,106.378,3.3,3.582,3.68,3.755,,,,yes,,,,237.1
way/135645035,1,1.124,0.909,115.859,116.002,116.153,0.293,107.016,106.662,8.844,8.987,9.137,9.197,,,,yes,,,,356.7
way/135645036,1,1.531,0.75,107.328,107.328,107.328,0.0,104.788,104.584,2.54,2.54,2.54,2.744,,,,yes,,,,188.2
way/135645037,1,1.842,0.733,121.286,122.854,123.535,3.324,106.111,105.92,15.175,16.743,17.424,15.366,,,,yes,,,,307.8
way/135645038,1,0.842,1.0,115.028,115.104,116.465,2.333,106.09,105.765,8.939,9.014,10.375,9.264,,,,yes,,,,270.5
way/135645042,2,0.961,0.8,95.064,95.723,96.338,1.324,91.044,90.615,4.02,4.679,5.293,4.449,,,,yes,,,,413.4
way/135645046,1,1.358,0.765,99.92,100.058,101.463,2.16,94.922,94.781,4.998,5.136,6.541,5.138,,,,yes,,,,412.4
